SiO2,Al2O3,B2O3,CaO,Na2O,Li2O,MgO,BaO,ZnO,K2O,PbO,SrO,GeO2,ZrO2,TiO2,TeO2,FemOn,P2O5,Tg
56.93951,17.28521,0,0,9.456026,6.60905,0,0.254194,1.32181,0,6.507372,0,0,1.525165,0,0,0,0.101678,530
55.44746,16.53696,0,0,19.45525,0.77821,0,0.486381,0,0,5.836575,0,0,1.459144,0,0,0,0,458
53.77359,16.03773,0,0,21.69811,0.943396,0,0.471698,1.415094,0,5.660378,0,0,0,0,0,0,0,468
53.27103,15.88785,0,0,23.36449,0,0,0.46729,0,0,5.607477,0,0,1.401869,0,0,0,0,500
8.358145,0,29.05396,3.900378,0,2.078355,0,0,56.60916,0,0,0,0,0,0,0,0,0,515
8.584837,0,34.81564,0,0,4.26945,0,0,52.33008,0,0,0,0,0,0,0,0,0,505
12.67082,7.167338,24.46965,0,0,4.201007,0,0,51.49118,0,0,0,0,0,0,0,0,0,500
4.263374,0,39.52007,0,0,4.240561,0,0,51.97599,0,0,0,0,0,0,0,0,0,505
8.285546,0,37.05906,0,0,4.120606,0,0,50.53479,0,0,0,0,0,0,0,0,0,505
4.228065,0,34.29367,0,0,4.205442,0,0,57.27282,0,0,0,0,0,0,0,0,0,490
8.668706,0,30.13351,4.045304,0,4.311161,0,0,52.84132,0,0,0,0,0,0,0,0,0,490
8.54264,0,38.40797,8.014474,0,4.292719,0,0,40.74219,0,0,0,0,0,0,0,0,0,520
63.57001,5.99,12.97,1.7,0,4.59,0.5,3.99,0,0,0,0,0,0,0,0,0,5.79,505
69.67999,6.449999,11.83,3.01,0,4.3,0.65,0.86,0,0,0,0,0,0,0,0,0,2.15,492
59.06438,18.42052,11.0161,6.509054,0,1.991952,0,0,0,0,0,0,0,0,0,0,0,2.997988,616
64.69001,7.530001,11.3,3.77,1.88,3.77,0,3.77,0,0,0,0,0,0,0,0,0,2.82,524
0,0,0,0,0,0,0,0,24.46512,0,0,0,0,0,0,0,0,73.33492,220
0,0,0,0,0,0,0,0,25.38524,0,0,0,0,0,0,0,0,72.68586,250
0,0,0,0,0,0,0,0,26.28922,0,0,0,0,0,0,0,0,72.04819,265
0,0,0,0,0,0,0,0,26.28535,0,0,0,0,0,0,0,0,72.58334,290
70.15439,0,0,11.2291,18.60851,0,0,0,0,0,0,0,0,0,0,0,0,0,553
70.15088,0,0,11.22854,18.60758,0,0,0,0,0,0,0,0,0,0,0,0,0,548
70.14387,0,0,11.22742,18.60572,0,0,0,0,0,0,0,0,0,0,0,0,0,544
70.13475,0,0,11.22596,18.6033,0,0,0,0,0,0,0,0,0,0,0,0,0,540
75.14301,0,0,9.350375,15.50062,0,0,0,0,0,0,0,0,0,0,0,0,0,563
75.14149,0,0,9.350186,15.50031,0,0,0,0,0,0,0,0,0,0,0,0,0,558
75.13474,0,0,9.349346,15.49892,0,0,0,0,0,0,0,0,0,0,0,0,0,552
75.13248,0,0,9.349065,15.49845,0,0,0,0,0,0,0,0,0,0,0,0,0,553
75.12498,0,0,9.348131,15.4969,0,0,0,0,0,0,0,0,0,0,0,0,0,549
75.11972,0,0,9.347477,15.49582,0,0,0,0,0,0,0,0,0,0,0,0,0,548
75.11372,0,0,9.346729,15.49458,0,0,0,0,0,0,0,0,0,0,0,0,0,545
75.10695,0,0,9.345887,15.49318,0,0,0,0,0,0,0,0,0,0,0,0,0,542
80.1144,0,0,7.479476,12.39913,0,0,0,0,0,0,0,0,0,0,0,0,0,568
80.11118,0,0,7.479177,12.39863,0,0,0,0,0,0,0,0,0,0,0,0,0,559
80.10638,0,0,7.478729,12.39789,0,0,0,0,0,0,0,0,0,0,0,0,0,558
80.09837,0,0,7.47798,12.39665,0,0,0,0,0,0,0,0,0,0,0,0,0,552
21.20994,0,0,0,0,0,0,0,0,0,78.79006,0,0,0,0,0,0,0,403
28.7093,0,66.53143,0,0,4.75928,0,0,0,0,0,0,0,0,0,0,0,0,384
49.34782,0,45.7438,0,0,4.908377,0,0,0,0,0,0,0,0,0,0,0,0,468
71.32129,0,23.6116,0,0,5.067119,0,0,0,0,0,0,0,0,0,0,0,0,491
82.84975,0,11.99984,0,0,5.150402,0,0,0,0,0,0,0,0,0,0,0,0,482
46.87631,0,43.45279,0,9.670893,0,0,0,0,0,0,0,0,0,0,0,0,0,456
78.50648,0,11.37077,0,10.12275,0,0,0,0,0,0,0,0,0,0,0,0,0,600
0,0,96.64302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
0,14.4499,59.19923,0,26.35087,0,0,0,0,0,0,0,0,0,0,0,0,0,429
0,13.81896,56.61434,0,16.80019,0,0,0,0,12.76652,0,0,0,0,0,0,0,0,420
0,13.52371,55.40474,0,12.33093,0,0,0,0,18.74063,0,0,0,0,0,0,0,0,392
0,13.24081,54.24574,0,8.048655,0,0,0,0,24.4648,0,0,0,0,0,0,0,0,371
0,12.70909,52.06738,0,0,0,0,0,0,35.22353,0,0,0,0,0,0,0,0,425
0,16.73344,68.55456,0,0,14.71201,0,0,0,0,0,0,0,0,0,0,0,0,460
0,16.30401,66.79527,0,4.955338,11.94538,0,0,0,0,0,0,0,0,0,0,0,0,424
0,15.89608,65.12402,0,9.662706,9.317204,0,0,0,0,0,0,0,0,0,0,0,0,412
0,15.13853,62.02045,0,18.40443,4.43659,0,0,0,0,0,0,0,0,0,0,0,0,410
0,14.7862,60.57701,0,22.47012,2.166667,0,0,0,0,0,0,0,0,0,0,0,0,380
0,15.8946,65.11794,0,0,11.64542,0,0,0,7.342038,0,0,0,0,0,0,0,0,423
0,15.13585,62.00944,0,0,8.871605,0,0,0,13.98311,0,0,0,0,0,0,0,0,419
0,14.44623,59.18419,0,0,6.350551,0,0,0,20.01902,0,0,0,0,0,0,0,0,391
0,13.23978,54.24153,0,0,1.940065,0,0,0,30.57862,0,0,0,0,0,0,0,0,391
36.84675,6.252786,0,0,0,0,9.886683,47.01377,0,0,0,0,0,0,0,0,0,0,708
37.18323,6.309886,0,0,0,0,9.976968,45.54538,0,0,0,0,0,0,0,0,0,0,690
37.52591,6.368038,0,0,0,0,10.06892,44.04991,0,0,0,0,0,0,0,0,0,0,676
37.2187,6.315905,0,0,0,0,9.986485,45.58882,0,0,0,0,0,0,0,0,0.890093,0,698
37.59823,6.38031,0,0,0,0,10.08832,44.1348,0,0,0,0,0,0,0,0,1.798338,0,725
38.78474,6.581656,0,0,0,0,10.40668,39.5892,0,0,0,0,0,0,0,0,4.637723,0,704
37.22289,6.316616,0,0,0,0,9.987609,45.59395,0,0,0,0,0,0,0,0,0,0,708
38.8075,6.58552,0,0,0,0,10.41279,39.61244,0,0,0,0,0,0,0,0,0,0,695
55.49221,0,0,25.89577,0,0,18.61202,0,0,0,0,0,0,0,0,0,0,0,719
54.69543,0,0,30.62874,0,0,14.67582,0,0,0,0,0,0,0,0,0,0,0,725
53.92121,0,0,35.22772,0,0,10.85107,0,0,0,0,0,0,0,0,0,0,0,732
52.43672,0,0,44.04584,0,0,3.517442,0,0,0,0,0,0,0,0,0,0,0,758
51.72471,0,0,48.27529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774
0,0,0,0,0,17.39051,0,0,0,0,0,0,0,0,0,0,0,82.60949,339
0,0,0,0,0,20.46421,0,0,0,0,0,0,0,0,0,0,0,79.53578,330
0,0,0,0,0,23.99899,0,0,0,0,0,0,0,0,0,0,0,76.00101,324
71.9,7.2,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,480
2,3.5,14,0,0,0,0,0,10.5,0,66,0,0,0,0,0,0,0,371
61.47783,1.941306,0,8.306149,0,0,0.610279,0,0,27.66443,0,0,0,0,0,0,0,0,663
0,8.925538,0,0,0,0,8.467648,8.053177,0,0,0,0,0,0,0,0,0,74.55364,571
0,8.425385,0,0,0,0,5.994864,15.20381,0,0,0,0,0,0,0,0,0,70.37594,563
0,8.195756,0,0,0,0,4.859564,18.4868,0,0,0,0,0,0,0,0,0,68.45788,559
0,7.978311,0,0,0,0,3.784507,21.59559,0,0,0,0,0,0,0,0,0,66.64159,556
0,7.576292,0,0,0,0,1.796905,27.34321,0,0,0,0,0,0,0,0,0,63.28359,547
0,7.212844,0,0,0,0,0,32.53939,0,0,0,0,0,0,0,0,0,60.24777,539
0,5.134556,0,0,0,0,16.23716,0,0,0,0,0,0,0,0,0,0,78.62828,553
0,13.2281,0,0,0,0,6.971934,0,0,0,0,0,0,0,0,0,0,79.79997,603
0,16.47409,0,0,0,0,3.256031,0,0,0,0,0,0,0,0,0,0,80.26988,629
0,0,0,0,0,0,0,51.92736,0,0,0,0,0,0,0,0,0,48.07264,466
0,3.491076,0,0,0,0,0,43.04816,0,0,0,0,0,0,0,0,0,53.46076,504
0,11.06484,0,0,0,0,0,22.1853,0,0,0,0,0,0,0,0,0,66.74986,579
0,15.09576,0,0,0,0,0,11.35028,0,0,0,0,0,0,0,0,0,73.55397,614
66.9,3.5,20.3,0,3.9,0,0,0,0,5.4,0,0,0,0,0,0,0,0,518
60,4,0,6,6,0,2,2,0,9,11,0,0,0,0,0,0,0,479
64,4,0,2,8,0,0,4,0,8,0,10,0,0,0,0,0,0,502
0,0,0,28.31879,0,0,0,0,0,0,0,0,0,0,0,0,0,71.68121,510
50.73582,10.12908,0,25.99737,2.565474,0,6.673228,0,0,3.899024,0,0,0,0,0,0,0,0,721
32.75,39.01,0,0,0,0,0,0,0,0,0,28.24,0,0,0,0,0,0,859
37.97,13.58,0,0,0,0,0,48.45,0,0,0,0,0,0,0,0,0,0,774
36.83,13.17,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,723
35.69,12.77,3,0,0,0,0,45.54,0,0,0,0,0,0,3,0,0,0,720
0,1.653413,0,0,0,0,0,0,0,0,0,0,0,0,0,98.34659,0,0,308
0,3.427571,0,0,0,0,0,0,0,0,0,0,0,0,0,96.57243,0,0,327
0,5.336199,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6638,0,0,342
59.97994,2.006018,0,1.10331,3.209629,0,1.003009,6.61986,0,11.73521,13.23972,0,0,0,0,0,0,0,480
47.9103,1.732926,0,2.038736,1.732926,0,0,0,3.873599,12.02854,30.07136,0,0,0,0,0,0,0,480
48.44221,3.718593,0,0,1.708543,0,0.40201,1.60804,1.507538,11.9598,30.15075,0,0,0,0,0,0,0,480
51.00603,0.804829,0,0,0.905432,0,0,0,2.213279,12.37424,28.67203,3.018108,0,0,0,0,0,0,470
51,0.7,0,0,1.1,0,0,2.3,0.7,12.1,29.2,0,0,1.9,0,0,0,0,480
47.86495,2.085402,0,1.688183,1.688183,0,0.794439,0,0.595829,11.91658,31.18173,0,0,1.588878,0,0,0,0,480
47.28916,3.614458,0,0,2.811245,0,0,0,3.012048,10.64257,32.12851,0,0,0,0,0,0,0,470
46.14614,2.402402,0,0,1.501501,0,1.001001,0,2.002002,11.21121,35.03503,0,0,0,0,0,0,0,470
46.54655,1.801802,0,0,2.202202,0.4004,0,0,0.700701,11.31131,33.03303,0,0,3.503504,0,0,0,0,470
0,0,0,0,0,2.721524,0,0,0,0,0,0,0,0,0,97.27847,0,0,259
0,0,0,0,0,3.198353,0,0,0,0,0,0,0,0,0,96.80164,0,0,258
0,0,0,0,0,3.69317,0,0,0,0,0,0,0,0,0,96.30683,0,0,253
0,0,0,0,0,4.471412,0,0,0,0,0,0,0,0,0,95.52859,0,0,248
0,0,0,0,0,5.015916,0,0,0,0,0,0,0,0,0,94.98409,0,0,245
0,0,0,0,3.698689,0,0,0,0,0,0,0,0,0,0,96.30131,0,0,271
0,0,0,0,4.579911,0,0,0,0,0,0,0,0,0,0,95.42009,0,0,266
0,0,0,0,5.484555,0,0,0,0,0,0,0,0,0,0,94.51544,0,0,258
0,0,0,0,7.223134,0,0,0,0,0,0,0,0,0,0,92.77686,0,0,249
0,0,0,0,0,0,0,0,0,3.012755,0,0,0,0,0,96.98724,0,0,282
0,0,0,0,0,0,0,0,0,3.941316,0,0,0,0,0,96.05869,0,0,279
0,0,0,0,0,0,0,0,0,4.881679,0,0,0,0,0,95.11832,0,0,275
0,0,0,0,0,0,0,0,0,5.83407,0,0,0,0,0,94.16593,0,0,269
0,0,0,0,0,0,0,0,0,6.798723,0,0,0,0,0,93.20128,0,0,262
0,0,0,0,0,0,0,0,0,7.775876,0,0,0,0,0,92.22412,0,0,257
0.27831,0.314856,0.16124,0,0.239239,5.605628,0,0,0,0,34.11735,0,0,0,0,0,0,59.28338,280
0.27831,0.314856,0.16124,0,0.239239,5.605628,0,0,0,0,34.11735,0,0,0,0,0,0,59.28338,335
0.27831,0.314856,0.16124,0,0.239239,5.605628,0,0,0,0,34.11735,0,0,0,0,0,0,59.28338,336
0.365768,0.354685,0.181637,0,0.323402,6.444654,0,26.53487,0,0,0,0,0,0,0,0,0,65.79498,336
0.365768,0.354685,0.181637,0,0.323402,6.444654,0,26.53487,0,0,0,0,0,0,0,0,0,65.79498,354
0.365768,0.354685,0.181637,0,0.323402,6.444654,0,26.53487,0,0,0,0,0,0,0,0,0,65.79498,365
0.365768,0.354685,0.181637,0,0.323402,6.444654,0,26.53487,0,0,0,0,0,0,0,0,0,65.79498,377
0.365768,0.354685,0.181637,0,0.323402,6.444654,0,26.53487,0,0,0,0,0,0,0,0,0,65.79498,393
0,0,84.46336,0,0,15.53664,0,0,0,0,0,0,0,0,0,0,0,0,448
0,0,81.63393,0,0,15.01618,0,0,0,0,0,0,0,0,0,0,0,0,461
0,0,77.7522,0,0,22.2478,0,0,0,0,0,0,0,0,0,0,0,0,461
0,0,74.96185,0,0,21.44938,0,0,0,0,0,0,0,0,0,0,0,0,441
0,0,69.96893,0,0,30.03107,0,0,0,0,0,0,0,0,0,0,0,0,418
0,0,67.26508,0,0,28.87056,0,0,0,0,0,0,0,0,0,0,0,0,401
0,0,0,0,0,17.11848,0,0,0,0,0,0,0,0,0,0,0,81.31728,299
0,0,0,0,0,16.82604,0,0,0,0,0,0,0,0,0,0,0,79.92811,296
0,54.7951,0,45.2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845
4.075522,52.56192,0,43.36256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852
8.231144,50.28484,0,41.48402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
25.70379,40.71068,0,33.58553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827
0,47.61589,0,52.38411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799
4.242692,45.60305,0,50.15426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821
8.553746,43.54637,0,47.89988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831
12.93483,41.45628,0,45.60889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836
17.38651,39.3441,0,43.26939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835
66.55341,0,0,33.44659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748
61.64437,0,0,38.35562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748
46.71337,0,0,53.28663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777
44.19467,0,0,55.80533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783
73.42065,8.30618,0,18.27317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
58.00366,13.12407,0,28.87227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
47.93763,16.26975,0,35.79262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779
38.03633,19.36396,0,42.59971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790
66.26532,16.06433,0,17.67035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805
55.81959,20.9972,0,23.18321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
21.91255,37.18496,0,40.90249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813
3.388824,46.00589,0,50.60529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827
72,2,0,8,13,0,3,0,0,1,0,0,0,0,0,0,0.08,0,555
72,2,0,8,13,0,3,0,0,1,0,0,0,0,0,0,0.21,0,555
72,2,0,8,13,0,3,0,0,1,0,0,0,0,0,0,0.23,0,557
72,2,0,8,13,0,3,0,0,1,0,0,0,0,0,0,0.43,0,557
72,2,0,8,13,0,3,0,0,1,0,0,0,0,0,0,0.56,0,552
46.36127,39.33686,0,0,0,11.5283,0,0,0,0,0,0,0,0,2.773565,0,0,0,650
19.67896,33.39463,0,0,0,9.786832,0,0,0,0,0,0,34.26174,0,2.877832,0,0,0,600
0,0,87.48381,0,0,12.51619,0,0,0,0,0,0,0,0,0,0,0,0,500
48.94965,20.76653,14.1796,0,0,12.17193,0,0,0,0,0,0,0,1.003875,2.928415,0,0,0,500
47.35162,30.13287,6.858342,0,0,11.77456,0,0,0,0,0,0,0,0.971102,2.911502,0,0,0,560
37.2035,48.56403,0,0,0,14.23247,0,0,0,0,0,0,0,0,0,0,0,0,630
64.60267,15.66126,0,0,0,19.73607,0,0,0,0,0,0,0,0,0,0,0,0,480
75.10046,0,0,0,0,24.89954,0,0,0,0,0,0,0,0,0,0,0,0,500
21.63696,19.32489,0,0,0,17.55676,0,0,0,0,0,0,37.67068,0.934185,2.876516,0,0,0,510
56.20174,0,17.13722,0,0,22.80173,0,0,0,0,0,0,0,0.90995,2.949361,0,0,0,460
53.92068,12.03971,8.220837,0,0,21.87628,0,0,0,0,0,0,0,1.018521,2.923977,0,0,0,480
0,0,0,20.67267,17.17123,0,1.321727,0,0,0,0,0,0,0,0,0,0,60.83437,402
0,0,0,20.27715,16.80832,0,3.363175,0,0,0,0,0,0,0,0,0,0,59.55135,421
0,0,0,19.63201,16.67947,0,5.375268,0,0,0,0,0,0,0,0,0,0,58.31325,444
0,0,0,19.6489,16.64698,0,7.036506,0,0,0,0,0,0,0,0,0,0,56.66761,462
0,0,0,19.47876,15.50066,0,9.978134,0,0,0,0,0,0,0,0,0,0,55.04245,480
0,0,0,18.7348,16.61331,0,11.8995,0,0,0,0,0,0,0,0,0,0,52.75238,473
51.25376,15.54664,0,9.327985,0,0,5.616851,0,0,0,0,0,0,0,1.404213,0,13.84153,0,665
0,5.05833,41.23931,0,0,0,0,53.70236,0,0,0,0,0,0,0,0,0,0,577
0,10.11399,39.08757,0,0,0,0,50.79844,0,0,0,0,0,0,0,0,0,0,564
0,15.16697,36.93697,0,0,0,0,47.89606,0,0,0,0,0,0,0,0,0,0,555
0,20.20053,34.6897,0,0,0,0,45.10978,0,0,0,0,0,0,0,0,0,0,554
0,25.244,32.54318,0,0,0,0,42.21283,0,0,0,0,0,0,0,0,0,0,560
0,26.85556,31.8489,0,0,0,0,41.29553,0,0,0,0,0,0,0,0,0,0,564
0,30.25973,30.30375,0,0,0,0,39.43653,0,0,0,0,0,0,0,0,0,0,574
0,0,38.6361,0,0,0,0,61.3639,0,0,0,0,0,0,0,0,0,0,582
0,9.765327,34.87293,0,0,0,0,55.36174,0,0,0,0,0,0,0,0,0,0,554
0,14.66777,32.98372,0,0,0,0,52.34851,0,0,0,0,0,0,0,0,0,0,549
0,19.58346,31.0894,0,0,0,0,49.32713,0,0,0,0,0,0,0,0,0,0,548
0,24.51247,29.18995,0,0,0,0,46.29758,0,0,0,0,0,0,0,0,0,0,554
0,32.43716,26.1754,0,0,0,0,41.38743,0,0,0,0,0,0,0,0,0,0,585
0,0,34.86122,0,0,0,0,65.13879,0,0,0,0,0,0,0,0,0,0,554
0,4.732122,33.21613,0,0,0,0,62.05175,0,0,0,0,0,0,0,0,0,0,546
0,9.484007,31.47227,0,0,0,0,59.04373,0,0,0,0,0,0,0,0,0,0,540
0,14.26691,29.80926,0,0,0,0,55.92383,0,0,0,0,0,0,0,0,0,0,536
0,19.07739,28.13666,0,0,0,0,52.78595,0,0,0,0,0,0,0,0,0,0,539
0,28.78205,24.76237,0,0,0,0,46.45558,0,0,0,0,0,0,0,0,0,0,555
0,30.24985,24.26131,0,0,0,0,45.48883,0,0,0,0,0,0,0,0,0,0,565
0,33.67672,23.0605,0,0,0,0,43.26278,0,0,0,0,0,0,0,0,0,0,588
0,0,68.46013,0,0,0,0,31.53988,0,0,0,0,0,0,0,0,0,0,495
0,0,65.50064,0,0,0,0,34.49936,0,0,0,0,0,0,0,0,0,0,530
0,0,41.12053,0,0,0,0,58.87948,0,0,0,0,0,0,0,0,0,0,584
0,12.71014,70.47031,0,0,0,0,16.81955,0,0,0,0,0,0,0,0,0,0,464
0,11.93783,61.13453,0,0,0,0,26.92764,0,0,0,0,0,0,0,0,0,0,520
0,11.38018,54.39349,0,0,0,0,34.22635,0,0,0,0,0,0,0,0,0,0,542
0,10.87229,48.25412,0,0,0,0,40.87358,0,0,0,0,0,0,0,0,0,0,559
0,9.588525,32.73571,0,0,0,0,57.67577,0,0,0,0,0,0,0,0,0,0,542
0,9.225422,28.34645,0,0,0,0,62.42813,0,0,0,0,0,0,0,0,0,0,530
0,8.888816,24.27749,0,0,0,0,66.83369,0,0,0,0,0,0,0,0,0,0,506
0,8.575908,20.495,0,0,0,0,70.92908,0,0,0,0,0,0,0,0,0,0,491
0,8.427572,18.7019,0,0,0,0,72.87052,0,0,0,0,0,0,0,0,0,0,487
0,8.284282,16.96977,0,0,0,0,74.74595,0,0,0,0,0,0,0,0,0,0,503
0,17.8139,57.8983,0,0,0,0,24.2878,0,0,0,0,0,0,0,0,0,0,540
0,16.78304,49.73477,0,0,0,0,33.48219,0,0,0,0,0,0,0,0,0,0,550
0,13.89794,26.88735,0,0,0,0,59.21471,0,0,0,0,0,0,0,0,0,0,532
0,12.69125,17.33142,0,0,0,0,69.97733,0,0,0,0,0,0,0,0,0,0,508
0,23.49263,53.89776,0,0,0,0,22.60961,0,0,0,0,0,0,0,0,0,0,567
0,18.61102,25.41558,0,0,0,0,55.9734,0,0,0,0,0,0,0,0,0,0,534
0,17.92628,21.42043,0,0,0,0,60.65329,0,0,0,0,0,0,0,0,0,0,520
0,17.29015,17.70883,0,0,0,0,65.00103,0,0,0,0,0,0,0,0,0,0,522
0,29.04873,49.98361,0,0,0,0,20.96766,0,0,0,0,0,0,0,0,0,0,605
0,27.57566,43.23124,0,0,0,0,29.1931,0,0,0,0,0,0,0,0,0,0,586
0,23.36519,23.93098,0,0,0,0,52.70383,0,0,0,0,0,0,0,0,0,0,544
0,22.92544,21.91521,0,0,0,0,55.15936,0,0,0,0,0,0,0,0,0,0,536
0,22.09379,18.10303,0,0,0,0,59.80318,0,0,0,0,0,0,0,0,0,0,540
0,31.84175,36.23645,0,0,0,0,31.92179,0,0,0,0,0,0,0,0,0,0,590
0,28.161,22.43338,0,0,0,0,49.40562,0,0,0,0,0,0,0,0,0,0,557
54,0,0,0,5.16,0,0,10,18.5,7.84,0,0,0,0,4.25,0,0,0,563
56.25,0,0,0,4.5,0,0,11,17,8.5,0,0,0,0,2,0,0,0,569
55,0,0,0,5.16,0,0,11,16,7.84,0,0,0,0,4.25,0,0,0,567
54.15,0,0,0,5.5,0,0,10,18.8,10.8,0,0,0,0,0,0,0,0,523
55.15,0,0,0,5.5,0,0,6,18.8,10.8,0,0,0,0,0,0,0,0,528
0,18.61102,25.41558,0,0,0,0,55.9734,0,0,0,0,0,0,0,0,0,0,542
0,29.41884,30.13121,40.44995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592
0,0.529894,0,0,0,6.048791,1.019796,1.589682,8.238354,0.24995,0,1.079784,0,0,0,0,0,80.97382,263
0,1.009798,0,0,0,5.768847,0.979804,4.559088,7.858428,0.239952,0,2.059588,0,0,0,0,0,77.26455,308
0,1.45,0,0,0,5.52,0.93,7.26,7.52,0.23,0,2.94,0,0,0,0,0,73.9,336
0,0.47,0,0,0,5.37,0.91,4.23,7.31,0.22,0,2.86,0,0,0,0,0,78.39,302
0,0.93,0,0,0,5.29,0.9,6.96,7.21,0.22,0,0.94,0,0,0,0,0,77.31,313
0,0.89991,0,0,0,5.149486,0.869913,1.359864,7.019299,0.209979,0,2.739727,0,0,0,0,0,81.52186,302
0,1.34,0,0,0,5.079999,0.86,4.01,6.92,0.21,0,0.91,0,0,0,0,0,80.43999,322
0,0.432117,0,0,0,4.974374,0.341674,6.542057,6.783238,0.200985,0,1.768667,0,0,0,0,0,78.73581,306
74.80237,2.56917,9.881423,2.865613,2.865613,0,0,0,1.87747,2.56917,0,0,0,2.56917,0,0,0,0,585
74.00001,2.8,10.1,2.7,3.5,0,0,0,1.4,3.6,0,0,0,1.7,0.2,0,0,0,585
73.62637,2.897103,11.08891,2.697303,2.197802,0,0,0,1.598402,3.796204,0,0,0,1.998002,0.0999,0,0,0,590
74.7,2,11,2.4,2.4,0,0,0,2,3,0,0,0,2.5,0,0,0,0,575
77.60001,1.5,9.000001,2.35,2.5,0,0,0,1.6,2.95,0,0,0,2.5,0,0,0,0,589
75.45,2.5,10,2.35,2,0,0,0,1.6,3.6,0,0,0,2.5,0,0,0,0,589
75.90001,2,10,2.35,2.2,0,0,0,1.6,3.45,0,0,0,2.5,0,0,0,0,585
75.05,2.5,10,2.35,2,0,0,0,1.6,4,0,0,0,2.5,0,0,0,0,589
74.8,2.5,10,2.35,2,0,0,0,1.6,4.25,0,0,0,2.5,0,0,0,0,589
74.25,2.5,11,2.35,2.3,0,0,0,1.6,3.5,0,0,0,2.5,0,0,0,0,580
73.65,3.5,10,3,3.05,0,0,0,1.6,2.7,0,0,0,2.5,0,0,0,0,597
74.5,2.5,10,2.35,2,0,0,0,1.6,4.55,0,0,0,2.5,0,0,0,0,591
73.5,2.9,11.05,2.7,2,0,0,0,1.6,4.25,0,0,0,2,0,0,0,0,587
73.6,2.9,11.05,2.7,2,0,0,0,1.6,4.15,0,0,0,2,0,0,0,0,585
73.52647,2.897103,11.08891,2.697303,2.197802,0,0,0,1.698302,3.896104,0,0,0,1.998002,0,0,0,0,589
73.7,2.9,11.1,2.7,2.2,0,0,0,1.6,3.8,0,0,0,2,0,0,0,0,588
74.2,2.9,11.1,2.7,1.7,0,0,0,1.6,3.8,0,0,0,2,0,0,0,0,599
59.0864,15.88878,5.461768,5.958292,0.695134,0.496524,4.468719,0.496524,6.156902,0,0,0,0,1.191658,0,0,0,0,655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,363
46.15441,0,0,53.84558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812
46.94489,2.668747,0,50.38636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799
48.63001,8.252371,0,43.11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
52.29826,20.85592,0,26.84583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808
54.47363,27.73205,0,17.79431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871
45.91751,0,0,49.28367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
56.46537,0,0,43.53463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766
61.74143,0,0,38.25857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762
77.04797,0,0,0,0,7.058551,0,0,0,15.89348,0,0,0,0,0,0,0,0,410
77.82806,3.38646,0,0,15.43889,0,3.346594,0,0,0,0,0,0,0,0,0,0,0,490
71.64776,1.558771,0,0,6.632682,0,0,0,0,20.16079,0,0,0,0,0,0,0,0,455
77.62473,3.377613,0,0.928822,15.39855,0,2.670281,0,0,0,0,0,0,0,0,0,0,0,490
76.80504,3.341946,0,0.919014,13.20449,0,2.642084,0,0,3.087426,0,0,0,0,0,0,0,0,515
80.32446,0,0,0,0,19.67555,0,0,0,0,0,0,0,0,0,0,0,0,405
88.94176,0,0,0,0,11.05823,0,0,0,0,0,0,0,0,0,0,0,0,550
76.71181,3.337889,0,2.753694,15.21745,0,1.979157,0,0,0,0,0,0,0,0,0,0,0,495
