SiO2,Al2O3,B2O3,CaO,Na2O,Li2O,MgO,BaO,ZnO,K2O,PbO,SrO,GeO2,ZrO2,TiO2,TeO2,FemOn,P2O5,Tg
54.4,23.5,3.2,0,8.6,0,7.4,0,0,2.9,0,0,0,0,0,0,0,0,650
50,27.3,6.199999,0,8.299999,0,5.4,0,0,2.8,0,0,0,0,0,0,0,0,641
58.6,18.3,9.4,2.5,8.4,0,0,0,0,2.8,0,0,0,0,0,0,0,0,587
62.03796,14.58542,3.296704,0,2.997003,0,9.590411,0,0,7.492508,0,0,0,0,0,0,0,0,682
58.4,18.3,9.4,0,11.1,0,0,0,0,2.8,0,0,0,0,0,0,0,0,559
60,15.1,3,14.6,1.5,0,5.8,0,0,0,0,0,0,0,0,0,0,0,694
64.9,10.2,5.8,0,2.8,0,3.7,0,0,12.6,0,0,0,0,0,0,0,0,636
61.16116,14.31431,6.506507,2.602603,8.70871,0,3.803804,0,0,2.902903,0,0,0,0,0,0,0,0,601
47,31,4,5,8,0,5,0,0,0,0,0,0,0,0,0,0,0,666
52,25,5.2,6,5,0,5.2,0,0,1.6,0,0,0,0,0,0,0,0,673
65.1,0,7,14,0,0,6,0,0,7.9,0,0,0,0,0,0,0,0,643
67.9,2.1,9.9,2.8,6.2,0,8,0,0,3.1,0,0,0,0,0,0,0,0,596
72.89999,0,6.8,0,0,0,7.9,0,0,12.4,0,0,0,0,0,0,0,0,647
65,7.9,2.1,13.5,3.1,0,5.3,0,0,3.1,0,0,0,0,0,0,0,0,661
71.6,1.3,9.8,0,1.2,0,0,0,0,16.1,0,0,0,0,0,0,0,0,595
67.96797,2.302302,3.603603,14.91491,1.201201,0,10.01001,0,0,0,0,0,0,0,0,0,0,0,675
65.10001,0,2.7,15,0,0,10,0,0,7.2,0,0,0,0,0,0,0,0,673
72.7,0,8,0,3.3,0,0,0,0,16,0,0,0,0,0,0,0,0,581
70,2,9,2,12,0,5,0,0,0,0,0,0,0,0,0,0,0,544
65.16517,5.105105,3.503504,14.01402,3.103103,0,6.006006,0,0,3.103103,0,0,0,0,0,0,0,0,650
67.06706,5.005005,6.806807,5.505506,0,0,7.907908,0,0,7.707707,0,0,0,0,0,0,0,0,664
71.52848,0,6.993008,2.797203,9.39061,0,6.093906,0,0,3.196804,0,0,0,0,0,0,0,0,571
65.36536,6.206206,3.503504,11.41141,0,0,10.31031,0,0,3.203203,0,0,0,0,0,0,0,0,692
61.3,0,7.7,14.5,3.2,0,10,0,0,3.3,0,0,0,0,0,0,0,0,629
60.7,14.3,3.2,2.6,0,0,7.5,0,0,11.7,0,0,0,0,0,0,0,0,697
50.24975,23.87612,9.49051,0.3996,5.694305,0,7.392608,0,0,2.897103,0,0,0,0,0,0,0,0,648
64.86486,8.808808,6.506506,10.51051,0,0,1.901902,0,0,7.407407,0,0,0,0,0,0,0,0,657
64.03597,9.590411,9.790211,0,11.68831,0,1.898102,0,0,2.997003,0,0,0,0,0,0,0,0,541
64.4,9.2,6.3,4.3,0,0,0.1,0,0,15.7,0,0,0,0,0,0,0,0,642
50.6,23,6.3,12.7,5.6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,647
61.5,10.5,2.1,14.9,0,0,9.8,0,0,1.2,0,0,0,0,0,0,0,0,708
64.9,10,5.6,1,1.5,0,1,0,0,16,0,0,0,0,0,0,0,0,635
64.9,10,10,5,8,0,2.1,0,0,0,0,0,0,0,0,0,0,0,582
45.2,23.8,9.8,7,5,0,7,0,0,2.2,0,0,0,0,0,0,0,0,651
62.4,9.8,6.7,0,5.9,0,7.7,0,0,7.5,0,0,0,0,0,0,0,0,621
58,0,10,15,0,0,10,0,0,7,0,0,0,0,0,0,0,0,641
62,13.8,3,7.9,2.9,0,3.9,0,0,5.599999,0,0,0,0.9,0,0,0,0,658
62,12.5,2,8.5,7,0,4,0,0,3,0,0,0,1,0,0,0,0,634
63,13,4,7,6,0,4,0,0,2,0,0,0,1,0,0,0,0,638
57.71144,13.93035,2.985074,5.970149,6.965174,0.497512,1.99005,3.980099,0,3.980099,0,0,0,1.99005,0,0,0,0,615
58,13,3,7,5,0,4,4,0,4,0,0,0,2,0,0,0,0,649
62,12.5,2,8.5,4,0,4,0,0,6,0,0,0,1,0,0,0,0,652
64,12,1,6,8.5,0,3.5,0,0,2,0,2,0,1,0,0,0,0,630
61,11,0,7,8,0,3,0,0,5,0,3,0,2,0,0,0,0,625
58,8,1,8,4,0,2,4,0,8,0,5,0,2,0,0,0,0,619
59,11,1,6,11,0,1,3,0,3,0,3,0,2,0,0,0,0,590
59,11,1,6,3,0,1,3,0,11,0,3,0,2,0,0,0,0,631
60,11,1,5,5,0,2,5,0,7,0,2,0,2,0,0,0,0,631
68,2.2,2,2,7,1,1,5,0,5,0,6,0,0.5,0,0,0,0,500
68,4.5,2,2,7,1,1,4.1,0,5,0,5,0,0.1,0,0,0,0,500
68,2.3,2,3,5.5,1.5,1.5,5,0.5,6,0,4.5,0,0,0,0,0,0,490
67,2.2,1.5,4,6.5,1,2,6,2.5,5,0,2,0,0,0,0,0,0,490
72,2.2,2,0,9,1,0,5,0,6,0,1.5,0,1,0,0,0,0,510
67.99999,3,2,2,3.5,0,1,5,0,8.499999,0,6.3,0,0.4,0,0,0,0,480
69.15423,2.985075,1.99005,1.99005,7.960199,0.995025,0.995025,4.975124,0.497512,5.472637,0,2.189055,0,0.497512,0,0,0,0,490
68.34171,2.211056,2.010051,2.010051,7.035176,1.005025,1.005025,5.025126,0,5.025126,0,6.030151,0,0,0,0,0,0,500
70,2,2,2,6.5,1.5,1,1.5,0,8,0,5,0,0,0,0,0,0,480
0,0,2.15,0,0.95,0,0,0,0,0,0,0,0,0,0,95.94,0,0,360
0,0,4.26,0,1.9,0,0,0,0,0,0,0,0,0,0,92.87,0,0,352
51.42946,15.00505,4.390972,7.999956,4.653613,0,3.631448,0,0,7.77985,0,2.334041,0,2.77561,0,0,0,0,635
57.74026,6.925152,0,5.024301,4.299139,0,1.980284,7.976558,0,5.989371,0,7.037769,0,3.027165,0,0,0,0,625
65.12788,3.992779,0,7.027125,1.941664,0,4.419268,0,0,14.01703,0,0,0,3.474269,0,0,0,0,646
72.80566,1.887556,0,8.116299,13.14275,0,3.73067,0,0,0.317055,0,0,0,0,0,0,0,0,550
0,0,0,0,0,2.957752,0,0,0,0,0,0,0,0,0,97.04225,0,0,275
0,0,0,0,5.945954,0,0,0,0,0,0,0,0,0,0,94.05405,0,0,273
0,0,0,0,0,0,0,0,0,8.765774,0,0,0,0,0,91.23423,0,0,269
0,0,0,0,0,0,3.482034,0,0,0,0,0,0,0,0,96.51797,0,0,340
0,0,0,0,0,0,0,0,16.54975,0,0,0,0,0,0,83.45025,0,0,324
78,0,18,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,470
79.49863,0,0,0,20.50137,0,0,0,0,0,0,0,0,0,0,0,0,0,480
0,73.98469,0,26.01531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846
40.00806,22.65195,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
43.1939,36.6494,0,20.1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
9.233504,58.55952,0,32.20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864
68.7403,19.44172,0,0,11.81798,0,0,0,0,0,0,0,0,0,0,0,0,0,812
62.87991,0,0,0,16.21811,0,0,0,0,0,0,0,0,0,20.90199,0,0,0,600
40.83986,0,0,0,0,0,0,0,0,32.01295,0,0,0,0,27.14718,0,0,0,592
72.00659,0.60304,0,8.594838,14.2019,0,3.609698,0,0,0.206928,0,0,0,0,0,0,0.777012,0,548
56.68707,14.34023,6.435462,18.41475,0.453597,0,2.661147,0,0,0.34469,0,0,0,0,0.114378,0,0.548674,0,672
78.2,0,19.5,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,560
80.63226,2.000801,12.0048,0.30012,4.001601,0,0.060024,0,0,1.0004,0,0,0,0,0,0,0,0,535
70,0,27,0,1.4,0.6,0,0,0,1,0,0,0,0,0,0,0,0,485
68.1188,1.584158,26.23762,0,2.475247,0,0,0,0,1.584158,0,0,0,0,0,0,0,0,445
74.8,1.4,18,0,4.2,0,0,0,0,1.6,0,0,0,0,0,0,0,0,500
68.7,3.5,19,0,4.4,0,0,0,0,4.4,0,0,0,0,0,0,0,0,522
53.5,12,7,4.5,4.5,0.5,2,7,7.5,1.5,0,0,0,0,0,0,0,0,560
38.57959,0,0,0,0,0,0,0,0,0,61.42042,0,0,0,0,0,0,0,490
21.20994,0,0,0,0,0,0,0,0,0,78.79006,0,0,0,0,0,0,0,410
15.21571,0,0,0,0,0,0,0,0,0,84.78429,0,0,0,0,0,0,0,367
11.70671,0,0,0,0,0,0,0,0,0,88.29329,0,0,0,0,0,0,0,335
69.34401,0,0,0,30.65599,0,0,0,0,0,0,0,0,0,0,0,0,0,443
61.20905,0,0,0,22.5497,0,0,0,0,0,16.24125,0,0,0,0,0,0,0,421
54.78236,0,0,0,16.14566,0,0,0,0,0,29.07199,0,0,0,0,0,0,0,430
45.27499,0,0,0,6.671806,0,0,0,0,0,48.0532,0,0,0,0,0,0,0,430
41.65999,0,0,0,3.069547,0,0,0,0,0,55.27047,0,0,0,0,0,0,0,431
82.43078,0,0,0,0,17.56922,0,0,0,0,0,0,0,0,0,0,0,0,450
76.62447,0,0,0,0,15.24289,0,0,0,0,8.132638,0,0,0,0,0,0,0,435
69.30215,0,0,0,0,12.30917,0,0,0,0,18.38869,0,0,0,0,0,0,0,425
52.55988,0,0,0,0,5.601283,0,0,0,0,41.83884,0,0,0,0,0,0,0,425
46.89531,0,0,0,0,3.331741,0,0,0,0,49.77295,0,0,0,0,0,0,0,425
42.33294,0,0,0,0,1.503801,0,0,0,0,56.16327,0,0,0,0,0,0,0,440
0,0,0,0,8.849405,0,0,0,0,0,0,0,0,0,0,91.1506,0,0,255
0,0,0,0,6.561595,0,0,0,0,3.324118,0,0,0,0,0,90.11429,0,0,252
0,0,0,0,4.325222,0,0,0,0,6.573501,0,0,0,0,0,89.10127,0,0,247
0,0,0,0,2.138571,0,0,0,0,9.750641,0,0,0,0,0,88.11079,0,0,245
0,0,0,0,0,0,0,0,0,12.85792,0,0,0,0,0,87.14208,0,0,249
0,0,0,0,39.57569,0,0,0,0,0,0,0,0,0,0,0,0,60.42431,269
0,0,0,0,35.93544,0,0,0,0,0,0,0,0,0,4.210345,0,0,59.85421,404
44.41758,0,0,26.94605,28.63637,0,0,0,0,0,0,0,0,0,0,0,0,0,507
50.44333,0,0,23.53968,26.01698,0,0,0,0,0,0,0,0,0,0,0,0,0,532
44.36919,0,0,25.88144,29.74938,0,0,0,0,0,0,0,0,0,0,0,0,0,508
66.78579,0,0,0,0,33.21421,0,0,0,0,0,0,0,0,0,0,0,0,427
63.5,8,14,0,5,5,0,0,0,4,0,0,0,0,0.3,0,0,0,475
60,7.5,16,0,6,6,0,0,0,4,0,0,0,0,0.1,0,0,0,458
61.3,5.5,19,0,7,4,0,0,0,2.5,0,0,0,0,0.2,0,0,0,476
64,7.4,15,0,4.5,6,0,0,0,2.5,0,0,0,0,0.2,0,0,0,452
62,5,18,0,4.5,5,0,0,0,5,0,0,0,0,0.3,0,0,0,481
60.5,8.999999,16.4,0,6.5,3,0,0,0,4,0,0,0,0,0.3,0,0,0,479
63.3,8,15,0,3.5,3.5,0,0,0,6.5,0,0,0,0,0.05,0,0,0,499
63.5,7,15,0,4,6.5,0,0,0,3,0,0,0,0,0.5,0,0,0,437
61,7,18,0,6.5,2,0,0,0,4.5,0,0,0,0,0.5,0,0,0,477
64,6,17,0,4,6,0,0,0,2,0,0,0,0,0.7,0,0,0,473
64,5.5,16,0,5,5,0,0,0,4,0,0,0,0,0.3,0,0,0,541
0,0,0,11.81789,0,0,0,0,0,0,0,0,88.18211,0,0,0,0,0,688
0,0,0,5.359723,0,0,0,14.65451,0,0,0,0,79.98576,0,0,0,0,0,665
0,0,0,2.560848,0,0,0,21.00556,0,0,0,0,76.43359,0,0,0,0,0,659
0,0,0,0,0,0,0,26.81649,0,0,0,0,73.18351,0,0,0,0,0,638
43.48763,0,0,45.09725,0,0,0,0,0,0,0,0,0,0,0,0,0,11.41513,770
67.76001,0,0,0,32.23999,0,0,0,0,0,0,0,0,0,0,0,0,0,475
64.60713,0,0,0,30.84235,0,0,0,0,0,0,0,0,0,0,0,0,0,464
53.48936,18.15398,12.39572,0,0,15.96094,0,0,0,0,0,0,0,0,0,0,0,0,488
46.30501,17.46183,11.92312,0,0,15.35241,0,0,0,0,0,0,8.957622,0,0,0,0,0,473
39.64837,16.82053,11.48523,0,0,14.78858,0,0,0,0,0,0,17.25729,0,0,0,0,0,471
33.46335,16.22466,11.07836,0,0,14.2647,0,0,0,0,0,0,24.96893,0,0,0,0,0,468
50.95303,17.29316,11.80794,0,0,15.20412,0,0,0,0,0,0,0,0,4.741749,0,0,0,490
37.80511,16.03854,10.95128,0,0,14.10106,0,0,0,0,0,0,16.45499,0,4.649034,0,0,0,486
55,0,0,0,0,10,0,0,32,0,0,0,0,0,0,0,0,3,500
55,4,0,0,0,10,0,0,28,0,0,0,0,0,0,0,0,3,502
55,6,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0,3,510
55,8,0,0,0,10,0,0,24,0,0,0,0,0,0,0,0,3,513
55,11,0,0,0,10,0,0,21,0,0,0,0,0,0,0,0,3,523
55,11,0,0,0,10,0,0,21,0,0,0,0,0,3,0,0,0,521
53.87077,10.77215,0,0,0,9.791958,0,0,20.56411,0,0,0,0,0,5.001,0,0,0,530
56.7,11.34,0,0,0,10.31,0,0,21.65,0,0,0,0,0,0,0,0,0,517
57.87,16.98,0,6.89,0,4.98,4.95,0,8.33,0,0,0,0,0,0,0,0,0,542
53.60969,17.0021,0,2.95384,0,4.986482,2.122759,0,19.32512,0,0,0,0,0,0,0,0,0,532
54.40041,11.32966,0,10.70748,0,3.321626,7.69694,0,12.54391,0,0,0,0,0,0,0,0,0,554
54.26412,14.90928,0,6.008065,0,4.375,4.314517,0,16.12903,0,0,0,0,0,0,0,0,0,527
0,0,0,0,0,3.418337,0,0,0,0,0,0,47.86766,0,0,0,0,48.714,597
0,2.374852,0,0,0,4.175931,0,0,0,0,0,0,43.8573,0,0,0,0,49.59192,575
0,4.836873,0,0,0,4.961332,0,0,0,0,0,0,39.69973,0,0,0,0,50.50207,550
0,6.102086,0,0,0,5.364944,0,0,0,0,0,0,37.56319,0,0,0,0,50.96978,539
0,7.390954,0,0,0,5.776101,0,0,0,0,0,0,35.3867,0,0,0,0,51.44624,531
41.22412,12.12121,0,15.69157,2.760276,0,11.26113,0,0,3.050305,0,0,0,0,2.740274,0,10.13101,1.020102,695
47.81478,17.91179,0,9.960995,3.940394,0,4.750474,0,0,2.110211,0,0,0,0,1.940194,0,10.90109,0.480048,712
49.70503,16.56834,0,10.30897,2.729727,0,5.149485,0,0,6.569343,0,0,0,0,0.839916,0,7.269273,0.729927,691
51.94481,18.86812,0,7.409259,3.809619,0,2.539746,0,0,8.019198,0,0,0,0,0.679932,0,6.189382,0.409959,681
60.63,18.02,0,2.57,5.06,0,0.58,0,0,9.15,0,0,0,0,0.49,0,3.24,0.07,708
60.68,18.88,0,0.68,9.79,0,0.36,0,0,5.47,0,0,0,0,0.56,0,3.32,0.06,634
52.4,0,31.6,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,468
47.6,0,36.5,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,456
62.43756,0,28.27173,0,9.290709,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,8.081195,0,0,26.01373,0,0,0,0,0,0,0,0,0,0,0,65.90508,370
54.65592,0,0,0,41.42795,0,3.916128,0,0,0,0,0,0,0,0,0,0,0,427
49.03428,0,0,0,47.05642,0,3.909304,0,0,0,0,0,0,0,0,0,0,0,427
53.77814,0,0,4.026079,37.87257,0,0,0,0,0,0,0,0,0,0,0,0,0,478
54.52089,0,0,5.0885,40.39061,0,0,0,0,0,0,0,0,0,0,0,0,0,461
49.24816,0,0,0,35.7874,0,0,0,0,0,0,11.5242,0,0,0,0,0,0,469
49.35873,0,0,0,36.08086,0,0,0,0,0,0,14.56042,0,0,0,0,0,0,421
43.97849,0,0,0,42.39206,0,0,0,0,0,0,13.62944,0,0,0,0,0,0,427
59.40728,6.018652,25.68498,0,0,0,0,0,0,0,0,4.587396,0,0,0,0,0,0,626
57.16593,13.96928,23.31601,5.548779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663
53.67954,11.94657,21.92258,2.463923,0,0,0.590297,0,1.192026,0,0,6.070424,0,0,0,0,0,0,655
51.09646,12.16971,24.9288,5.019888,0,0,0.601322,0,0,0,0,6.183808,0,0,0,0,0,0,664
52.70569,13.87862,27.90292,5.512768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
57.40894,17.14615,16.49702,7.715585,0,0,1.232313,0,0,0,0,0,0,0,0,0,0,0,681
0,0,0,0,30.39324,0,0,0,0,0,0,0,0,0,0,0,0,69.60676,285
1.658337,0,0,0,0,0,0,0,0,23.39842,0,0,0,0,39.68402,0,0,35.25922,650
3.655482,0,0,0,0,0,0,0,0,22.92324,0,0,0,0,38.87811,0,0,34.54317,650
10.6541,0,0,0,0,0,0,0,0,21.25806,0,0,0,0,36.05394,0,0,32.0339,686
0,0,0,0,0,0,0,0,19.44746,0,0,0,0,0,0,0,12.71913,67.8334,492
0,0,0,0,30.39324,0,0,0,0,0,0,0,0,0,0,0,0,69.60676,267
0,0,0,0,0,0,0,0,8.582823,1.655555,0,0,0,0,0,89.76162,0,0,270
0,0,0,0,0,0,0,0,0,0,61.12642,0,0,0,0,0,0,38.87358,395
0,0,0,0,0,1.830518,0,0,0,0,54.69228,0,0,0,0,0,0,43.4772,381
0,0,0,0,0,4.152837,0,0,0,0,46.52949,0,0,0,0,0,0,49.31767,359
0,0,0,0,0,7.195912,0,0,0,0,35.83329,0,0,0,0,0,0,56.97079,339
0,0,0,0,0,11.35692,0,0,0,0,21.20765,0,0,0,0,0,0,67.43543,315
56.34007,7.967287,16.32043,0,19.37221,0,0,0,0,0,0,0,0,0,0,0,0,0,532
54.93264,7.772159,15.91007,0,18.88828,0,0,0,0,0,0,0,0,0,0,0,0,0,553
53.52774,7.563218,15.50316,0,18.40831,0,0,0,0,0,0,0,0,0,0,0,0,0,555
56.06373,7.924239,16.24309,0,19.27719,0,0,0,0,0,0,0,0,0,0,0,0,0,550
55.64587,7.867802,16.11664,0,19.13032,0,0,0,0,0,0,0,0,0,0,0,0,0,553
54.9404,7.766745,15.90963,0,18.89412,0,0,0,0,0,0,0,0,0,0,0,0,0,554
53.53392,7.567894,15.5023,0,18.41045,0,0,0,0,0,0,0,0,0,0,0,0,0,558
56.83249,16.32114,10.13112,3.753773,0,0,2.697942,10.26354,0,0,0,0,0,0,0,0,0,0,710
62.11481,17.83811,11.07276,0,0,0,8.974315,0,0,0,0,0,0,0,0,0,0,0,725
60.00731,17.23288,10.69708,12.06273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
49.626,14.25158,8.846473,0,0,0,0,27.27595,0,0,0,0,0,0,0,0,0,0,685
54.43991,15.63404,9.704615,0,0,0,0,0,0,0,0,20.22144,0,0,0,0,0,0,695
61.04287,17.53027,10.88168,6.135451,0,0,4.409721,0,0,0,0,0,0,0,0,0,0,0,710
54.32515,15.60108,9.684156,5.460249,0,0,0,14.92937,0,0,0,0,0,0,0,0,0,0,690
55.17249,15.84442,9.835207,0,0,0,3.985646,15.16224,0,0,0,0,0,0,0,0,0,0,705
55.66087,15.98467,7.937813,3.676388,0,0,2.642323,10.05195,0,0,0,0,0,0,0,0,0,4.045984,685
54.53658,15.6618,5.833109,3.602129,0,0,2.588951,9.848913,0,0,0,0,0,0,0,0,0,7.92852,675
53.9913,15.5052,4.812322,3.566113,0,0,2.563066,9.750439,0,0,0,0,0,0,0,0,0,9.811559,665
59.38254,17.05346,6.351421,0,0,0,8.579557,0,0,0,0,0,0,0,0,0,0,8.633023,710
57.45349,16.49947,6.145094,11.54936,0,0,0,0,0,0,0,0,0,0,0,0,0,8.352579,705
44.46481,13.60673,8.44619,0,0,0,0,33.48228,0,0,0,0,0,0,0,0,0,0,690
53.84629,15.70518,5.849265,3.612106,0,0,3.160496,9.876192,0,0,0,0,0,0,0,0,0,7.95048,685
53.69704,19.62634,2.871657,3.546677,0,0.205422,2.549097,9.697298,0,0,0,0,0,0,0,0,0,7.806467,705
58.83509,16.39188,10.17503,3.278298,0,0,2.356205,8.963498,0,0,0,0,0,0,0,0,0,0,740
0,3.210086,3.653132,2.354008,13.00871,6.271782,0,0,0,0,0,0,0,0,0,0,0,71.50228,325
0,2.118085,3.615625,0,13.84078,6.672944,0,0,0,0,0,0,0,0,0,0,0,69.29382,313
0,4.416873,0,0,16.78045,8.090222,0,0,0,0,0,0,0,0,0,0,0,70.71246,290
0,2.096547,0,0,5.097689,2.150494,0,0,37.65473,4.842188,0,0,0,0,0,0,0,48.15836,345
0,2.173737,0,0,5.285373,0,0,0,39.04108,0,0,0,0,0,0,0,0,49.93143,323
0,2.10641,0,0,8.322714,1.851952,0,0,34.46904,4.864967,0,0,0,0,0,0,0,48.38491,334
1.283858,2.178669,0,0,6.621708,0,0,0,36.52103,0,0,0,0,0,0,0,0,50.04473,343
0,2.156962,0,0,7.935886,0,0,0,35.88528,0,0,0,0,0,0,0,0,50.25729,275
0,2.204071,0,0,9.519506,0,0,0,32.7799,0,0,0,0,0,0,0,0,51.03195,257
0,2.152022,0,0,6.678419,0,0,0,42.13195,0,0,0,0,0,0,0,0,45.88486,296
1.2,2.1,0,0,4.4,1.8,0,0,35.8,6.7,0,0,0,0,0,0,0,48,344
0,0,0,0,4.3,1.8,0,0,35.7,6.599999,0,0,0,0,0,0,0,48.2,321
0,0.900901,0,0,4.304304,1.301301,0,0,23.52352,5.005004,19.61962,0,0,0,0,0,0,42.34234,332
0,0,0,0,0,0,0,0,0,0,0,0,21.93029,0,0,78.06971,0,0,310
0,0,0,0,0,0,0,0,0,0,0,0,44.47849,0,0,55.52151,0,0,330
65.27,17.3,0,0.85,6.460001,0,0.32,0,0,6.520001,0,0,0,0,0.45,0,2.6,0.09,696
0,0,62.01546,0,0,0,0,0,0,35.96006,0,0,0,0,0,0,0,0,455
0,0,67.54336,0,0,4.141429,0,0,0,26.11029,0,0,0,0,0,0,0,0,440
0,0,70.69408,0,0,6.501925,0,0,0,20.49621,0,0,0,0,0,0,0,0,454
0,0,74.15315,0,0,9.09342,0,0,0,14.33273,0,0,0,0,0,0,0,0,461
0,0,77.96815,0,0,11.95157,0,0,0,7.535054,0,0,0,0,0,0,0,0,480
68.87884,19.64807,0,0,11.4731,0,0,0,0,0,0,0,0,0,0,0,0,0,819
62.78067,17.63232,0,0,19.58701,0,0,0,0,0,0,0,0,0,0,0,0,0,561
55.21332,19.66706,0,0,25.11962,0,0,0,0,0,0,0,0,0,0,0,0,0,537
53.01253,24.49123,0,0,22.49624,0,0,0,0,0,0,0,0,0,0,0,0,0,607
51.9071,31.47462,0,0,16.61828,0,0,0,0,0,0,0,0,0,0,0,0,0,799
46.96985,23.09927,0,0,29.93088,0,0,0,0,0,0,0,0,0,0,0,0,0,547
59.84719,0,0,0,40.15281,0,0,0,0,0,0,0,0,0,0,0,0,0,440
46.32944,0,0,0,23.01891,0,0,0,0,0,0,0,0,0,30.65165,0,0,0,577
36,0,0,0,33.55611,0,0,0,0,0,0,0,0,0,30.44389,0,0,0,497
54.9379,0,0,0,14.32292,0,0,0,0,0,0,0,0,0,30.73918,0,0,0,517
41.53444,0,0,0,28.17835,0,0,0,0,0,0,0,0,0,30.2872,0,0,0,607
32.42096,0,0,0,36.86496,0,0,0,0,0,0,0,0,0,30.71407,0,0,0,549
51.11603,0,0,0,19.16348,0,0,0,0,0,0,0,0,0,29.72049,0,0,0,604
40.30181,0,0,0,18.56137,0,0,0,0,0,0,0,0,0,41.13682,0,0,0,607
51.5335,0,0,0,0,0,0,0,0,20.5912,0,0,0,0,27.8753,0,0,0,618
35.92,0,0,0,0,0,0,0,0,37.54,0,0,0,0,26.54,0,0,0,503
45.84718,0,0,0,0,0,0,0,0,26.97071,0,0,0,0,27.18212,0,0,0,596
75.34787,0,0,0,24.65213,0,0,0,0,0,0,0,0,0,0,0,0,0,465
75.53445,0,0,0,23.1105,0,0,0,0,0,0,0,0,0,1.355057,0,0,0,474
75.14673,0,0,0,21.63057,0,0,0,0,0,0,0,0,0,3.222693,0,0,0,496
72.43703,0,0,0,17.39945,0,0,0,0,0,0,0,0,0,10.16353,0,0,0,554
73.28086,0,0,0,14.47711,0,0,0,0,0,0,0,0,0,12.24202,0,0,0,584
0,0,0,4.230974,0,0,0,0,0,0,45.46836,0,49.72345,0,0,0,0,0,505
0,0,0,4.062427,0,0,0,0,0,0,43.65706,0,40.16445,0,0,11.56185,0,0,470
0,0,0,3.906794,0,0,0,0,0,0,41.98455,0,31.33786,0,0,22.23782,0,0,420
0,0,0,3.762645,0,0,0,0,0,0,40.43544,0,23.16261,0,0,32.12597,0,0,385
0,0,0,3.628756,0,0,0,0,0,0,38.99659,0,15.56919,0,0,41.31041,0,0,365
79.49863,0,0,0,20.50137,0,0,0,0,0,0,0,0,0,0,0,0,0,496
74.41338,0,0,0,25.58662,0,0,0,0,0,0,0,0,0,0,0,0,0,484
0,0,87.48381,0,0,12.51619,0,0,0,0,0,0,0,0,0,0,0,0,505
33.5,0,10,25,21.5,0,10,0,0,0,0,0,0,0,0,0,0,0,442
33.5,0,39.5,6,16.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,536
53.9,0,43.3,2.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,550
43,4,19,11,21,0,0,0,0,2,0,0,0,0,0,0,0,0,562
61,3,12,6,15,0,3,0,0,0,0,0,0,0,0,0,0,0,565
60,3,20,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,580
61,3,15,6,8,0,0,0,0,7,0,0,0,0,0,0,0,0,563
61,3,12,6,8,0,3,0,0,7,0,0,0,0,0,0,0,0,572
70,2.5,20,2,4,0,0,0,0,1.5,0,0,0,0,0,0,0,0,577
74,1.4,18,1,4,0,0,0,0,1.6,0,0,0,0,0,0,0,0,554
61.4,9.799999,9.999999,9.799999,4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,550
66.39999,9.799999,5,9.799999,4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,555
33.5,0,18,12,21.5,0,5,10,0,0,0,0,0,0,0,0,0,0,472
33.5,0,8,22.5,21,0,10,5,0,0,0,0,0,0,0,0,0,0,413
40,5,35,5,0,0,0,10,0,5,0,0,0,0,0,0,0,0,560
42,0,30,3,5,0,3,6,0,4,7,0,0,0,0,0,0,0,570
72.5,1.5,1,5,13,0,2,0,0,3,2,0,0,0,0,0,0,0,550
51.35824,34.86137,0,0,0,0,13.78039,0,0,0,0,0,0,0,0,0,0,0,819
0,0,0,0,0,0,0,0,53.45589,0,0,0,0,0,0,0,0,46.54411,447
0,0,0,0,21.75998,0,0,0,29.00379,0,0,0,0,0,0,0,0,49.23622,318
0,2.082757,0,0,4.177931,2.044791,0,0,37.40706,6.445854,0,0,0,0,0,0,0,47.8416,355
71.93848,10.17313,0,0,0,17.88839,0,0,0,0,0,0,0,0,0,0,0,0,485
0,0,0,0,16.49475,7.952482,0,0,0,0,0,0,0,0,0,0,0,75.55276,242
0,0.804532,0,0,0,0,0,0,0,0,0,0,0,0,0,95.70868,0,0,317
65.78754,1.021538,0,0,0,1.240281,0,5.705733,1.164901,16.98729,0,0,0,0,3.887153,0,0,0,525
